0, 20
1, 18
2, 15
3, 20
4, 23
5, 19
6, 15
7, 14
8, 9
9, 13
10, 12
11, 9
12, 14
13, 7
14, 10
15, 9
16, 7
17, 12
18, 8
19, 11
20, 5
21, 6
22, 4
23, 2
24, 5
25, 11
26, 4
27, 3
28, 3
29, 3
30, 6
31, 8
32, 6
33, 5
34, 6
35, 29
36, 29
37, 18
38, 18
39, 26
40, 17
41, 17
42, 31
43, 22
44, 24
45, 20
46, 21
47, 21
48, 14
49, 23
50, 25
51, 11
52, 11
53, 11
54, 11
55, 14
56, 13
57, 12
58, 5
59, 9
60, 7
61, 8
62, 3
63, 8
64, 8
65, 5
66, 6
67, 20
68, 13
69, 16
70, 11
71, 18
72, 17
73, 12
74, 25
75, 12
76, 17
77, 19
78, 20
79, 23
80, 17
81, 22
82, 25
83, 18
84, 14
85, 19
86, 13
87, 21
88, 22
89, 17
90, 20
91, 15
92, 29
93, 22
94, 27
95, 22
96, 29
97, 27
98, 26
99, 4
100, 6
101, 4
102, 2
103, 6
104, 2
105, 4
106, 4
107, 8
108, 4
109, 6
110, 7
111, 4
112, 6
113, 2
114, 7
115, 11
116, 4
117, 5
118, 4
119, 6
120, 5
121, 5
122, 11
123, 6
124, 7
125, 10
126, 9
127, 13
128, 15
129, 18
130, 7
131, 18
132, 16
133, 19
134, 19
135, 13
136, 24
137, 13
138, 15
139, 14
140, 10
141, 11
142, 10
143, 10
144, 4
145, 6
146, 7
147, 2
148, 3
149, 4
150, 5
151, 1
152, 3
153, 1
154, 4
155, 2
156, 1
157, 0
158, 2
159, 6
160, 2
161, 4
162, 1
163, 25
164, 18
165, 19
166, 20
167, 22
168, 19
169, 24
170, 22
171, 24
172, 26
173, 21
174, 20
175, 21
176, 21
177, 25
178, 27
179, 26
180, 20
181, 33
182, 37
183, 23
184, 22
185, 21
186, 27
187, 18
188, 25
189, 23
190, 16
191, 22
192, 23
193, 13
194, 16
195, 2
196, 6
197, 5
198, 10
199, 2
200, 5
201, 8
202, 8
203, 7
204, 8
205, 4
206, 10
207, 9
208, 12
209, 10
210, 10
211, 20
212, 10
213, 15
214, 13
215, 17
216, 11
217, 14
218, 14
219, 17
220, 13
221, 16
222, 19
223, 14
224, 31
225, 22
226, 24
227, 7
228, 13
229, 6
230, 6
231, 7
232, 7
233, 5
234, 1
235, 3
236, 6
237, 4
238, 6
239, 2
240, 3
241, 1
242, 2
243, 3
244, 1
245, 2
246, 5
247, 3
248, 5
249, 2
250, 7
251, 4
252, 4
253, 8
254, 9
255, 4
256, 4
257, 12
258, 7
259, 24
260, 20
261, 24
262, 20
263, 25
264, 25
265, 22
266, 16
267, 35
268, 30
269, 27
270, 15
271, 26
272, 25
273, 19
274, 20
275, 27
276, 26
277, 22
278, 21
279, 17
280, 14
281, 15
282, 15
283, 10
284, 12
285, 13
286, 14
287, 11
288, 19
289, 8
290, 9
291, 16
292, 6
293, 6
294, 15
295, 13
296, 13
297, 15
298, 17
299, 24
300, 16
301, 13
302, 13
303, 10
304, 19
305, 13
306, 16
307, 17
308, 19
309, 16
310, 16
311, 16
312, 18
313, 22
314, 14
315, 16
316, 26
317, 21
318, 26
319, 19
320, 22
321, 20
322, 16
323, 3
324, 1
325, 2
326, 1
327, 1
328, 3
329, 7
330, 3
331, 7
332, 5
333, 3
334, 5
335, 3
336, 5
337, 8
338, 6
339, 5
340, 5
341, 7
342, 5
343, 5
344, 6
345, 9
346, 7
347, 6
348, 6
349, 10
350, 12
351, 5
352, 10
353, 9
354, 9
355, 21
356, 16
357, 16
358, 21
359, 15
360, 16
361, 12
362, 17
363, 13
364, 12
365, 11
366, 18
367, 20
368, 13
369, 13
370, 10
371, 11
372, 9
373, 7
374, 10
375, 5
376, 4
377, 7
378, 4
379, 8
380, 8
381, 3
382, 2
383, 3
384, 4
385, 3
386, 1
387, 11
388, 14
389, 16
390, 10
391, 16
392, 12
393, 13
394, 13
395, 12
396, 22
397, 17
398, 20
399, 19
400, 15
401, 26
402, 19
403, 28
404, 22
405, 24
406, 28
407, 11
408, 22
409, 15
410, 14
411, 26
412, 34
413, 25
414, 21
415, 20
416, 26
417, 17
418, 29
419, 1
420, 4
421, 4
422, 3
423, 8
424, 3
425, 4
426, 4
427, 4
428, 9
429, 8
430, 6
431, 10
432, 9
433, 12
434, 6
435, 14
436, 7
437, 12
438, 10
439, 6
440, 14
441, 8
442, 10
443, 11
444, 13
445, 8
446, 9
447, 14
448, 8
449, 14
450, 17
451, 6
452, 17
453, 4
454, 18
455, 9
456, 8
457, 3
458, 6
459, 7
460, 8
461, 4
462, 5
463, 2
464, 6
465, 2
466, 7
467, 3
468, 2
469, 4
470, 5
471, 6
472, 6
473, 1
474, 3
475, 3
476, 5
477, 1
478, 1
479, 3
480, 2
481, 1
482, 4
483, 14
484, 20
485, 11
486, 13
487, 20
488, 18
489, 14
490, 22
491, 21
492, 17
493, 25
494, 18
495, 14
496, 14
497, 21
498, 25
499, 19
500, 15
501, 22
502, 23
503, 13
504, 18
505, 15
506, 9
507, 13
508, 24
509, 11
510, 21
511, 6
512, 20
513, 15
514, 14
515, 12
516, 12
517, 4
518, 14
519, 12
520, 12
521, 7
522, 6
523, 18
524, 9
525, 12
526, 12
527, 8
528, 8
529, 10
530, 9
531, 17
532, 7
533, 16
534, 9
535, 9
536, 15
537, 11
538, 12
539, 11
540, 9
541, 16
542, 20
543, 12
544, 23
545, 17
546, 16
547, 2
548, 1
549, 2
550, 1
551, 3
552, 2
553, 2
554, 2
555, 4
556, 6
557, 5
558, 4
559, 3
560, 6
561, 6
562, 6
563, 5
564, 6
565, 4
566, 5
567, 3
568, 6
569, 3
570, 6
571, 8
572, 10
573, 8
574, 9
575, 8
576, 7
577, 12
578, 11
579, 8
580, 20
581, 13
582, 15
583, 19
584, 15
585, 17
586, 11
587, 13
588, 15
589, 15
590, 17
591, 13
592, 2
593, 9
594, 5
595, 7
596, 9
597, 8
598, 7
599, 7
600, 7
601, 4
602, 6
603, 10
604, 6
605, 2
606, 5
607, 7
608, 2
609, 4
610, 3
611, 10
612, 18
613, 7
614, 9
615, 11
616, 11
617, 11
618, 6
619, 11
620, 9
621, 10
622, 18
623, 9
624, 9
625, 7
626, 12
627, 13
628, 10
629, 7
630, 11
631, 9
632, 10
633, 13
634, 12
635, 11
636, 14
637, 13
638, 16
639, 8
640, 15
641, 20
642, 17
643, 2
644, 2
645, 1
646, 3
647, 2
648, 2
649, 4
650, 2
651, 4
652, 3
653, 5
654, 5
655, 4
656, 6
657, 4
658, 3
659, 3
660, 5
661, 9
662, 6
663, 9
664, 6
665, 9
666, 3
667, 6
