577, 25
578, 20
579, 9
580, 9
581, 24
582, 8
583, 8
584, 12
585, 13
586, 11
587, 10
588, 6
589, 5
590, 15
591, 4
592, 7
593, 8
594, 6
595, 11
596, 12
597, 10
598, 10
599, 14
600, 23
601, 8
602, 12
603, 7
604, 11
605, 11
606, 5
607, 5
608, 6
609, 19
610, 10
611, 13
612, 5
613, 11
614, 17
615, 9
616, 17
617, 16
618, 8
619, 12
620, 4
621, 5
622, 5
623, 14
624, 26
625, 17
626, 9
627, 23
628, 14
629, 15
630, 21
631, 11
632, 12
633, 5
634, 12
635, 9
636, 6
637, 10
638, 2
639, 11
640, 9
641, 6
642, 15
643, 18
644, 6
645, 4
646, 19
647, 19
648, 12
649, 7
650, 5
651, 10
652, 2
653, 7
654, 10
655, 17
656, 16
657, 13
658, 11
659, 22
660, 8
661, 18
662, 13
663, 12
664, 24
665, 29
666, 6
667, 8
668, 11
669, 9
670, 7
671, 11
672, 7
673, 12
674, 12
675, 2
676, 18
677, 16
678, 12
679, 13
680, 19
681, 13
682, 5
683, 9
684, 13
685, 9
686, 10
687, 19
688, 9
689, 8
690, 9
691, 7
692, 12
693, 8
694, 10
695, 14
696, 14
697, 3
698, 6
699, 5
700, 9
701, 11
702, 19
703, 7
704, 6
705, 16
706, 5
707, 7
708, 11
709, 16
710, 12
711, 7
712, 13
713, 11
714, 13
715, 6
716, 9
717, 4
718, 10
719, 16
720, 14
721, 10
722, 5
723, 17
724, 22
725, 9
726, 3
727, 8
728, 13
729, 8
730, 10
731, 8
732, 14
733, 7
734, 22
735, 12
736, 7
737, 15
738, 16
739, 9
740, 6
741, 9
742, 9
743, 8
744, 7
745, 10
746, 8
747, 11
748, 19
749, 11
750, 10
751, 16
752, 19
753, 10
754, 12
755, 12
756, 9
757, 21
758, 8
759, 9
760, 5
761, 11
762, 10
763, 6
764, 7
765, 7
766, 12
767, 17
768, 11
769, 20
770, 14
771, 6
772, 8
773, 7
774, 9
775, 15
776, 5
777, 6
778, 5
779, 6
780, 9
781, 13
782, 11
783, 14
784, 6
785, 5
786, 4
787, 16
788, 6
789, 8
790, 12
791, 6
792, 8
793, 13
794, 10
795, 6
796, 18
797, 7
798, 8
799, 9
800, 14
801, 14
802, 9
803, 6
804, 14
805, 3
806, 5
807, 6
808, 12
809, 10
810, 8
811, 12
812, 13
813, 12
814, 3
815, 9
816, 7
817, 9
818, 12
819, 10
820, 9
821, 8
822, 11
823, 2
824, 6
825, 6
826, 22
827, 11
828, 14
829, 10
830, 20
831, 8
832, 12
833, 6
834, 8
835, 9
836, 10
837, 5
838, 8
839, 7
840, 9
841, 5
842, 7
843, 19
844, 9
845, 9
846, 3
847, 22
848, 15
849, 6
850, 8
851, 11
852, 9
853, 14
854, 9
855, 5
856, 11
857, 9
858, 19
859, 7
860, 5
861, 11
862, 15
863, 8
864, 8
865, 13
866, 15
867, 11
868, 4
869, 3
870, 9
871, 8
872, 23
873, 5
874, 8
875, 14
876, 14
877, 10
878, 6
879, 6
880, 13
881, 7
882, 6
883, 15
884, 2
885, 17
886, 7
887, 6
888, 8
889, 38
890, 18
891, 15
892, 12
893, 13
894, 6
895, 7
896, 9
897, 11
898, 8
899, 15
900, 9
901, 3
902, 5
903, 7
904, 12
905, 5
906, 9
907, 16
908, 13
909, 11
910, 12
911, 16
912, 9
913, 6
914, 9
915, 13
916, 8
917, 9
918, 6
919, 5
920, 9
921, 10
922, 15
923, 6
924, 11
925, 13
926, 18
927, 9
928, 5
929, 8
930, 7
931, 12
932, 11
933, 7
934, 7
935, 5
936, 13
937, 10
938, 7
939, 10
940, 9
941, 8
942, 12
943, 8
944, 5
945, 8
946, 4
947, 7
948, 6
949, 1
950, 13
951, 13
952, 7
953, 7
954, 25
955, 7
956, 9
957, 21
958, 9
959, 3
960, 11
961, 7
962, 14
963, 5
964, 11
965, 4
966, 10
967, 22
968, 17
969, 8
970, 8
971, 10
972, 10
973, 10
974, 14
975, 11
976, 9
977, 11
978, 7
979, 7
980, 7
981, 10
982, 17
983, 13
984, 8
985, 24
986, 12
987, 7
988, 3
989, 11
990, 9
991, 10
992, 2
993, 7
994, 8
995, 7
996, 27
997, 5
998, 3
999, 11
1000, 15
1001, 11
1002, 10
1003, 13
1004, 8
1005, 9
1006, 7
1007, 7
1008, 5
1009, 8
1010, 7
1011, 8
1012, 4
1013, 9
1014, 11
1015, 11
1016, 9
1017, 22
1018, 12
1019, 7
1020, 11
1021, 26
1022, 10
1023, 9
