0, 8
1, 7
2, 9
3, 16
4, 17
5, 8
6, 7
7, 12
8, 7
9, 12
10, 15
11, 6
12, 7
13, 7
14, 6
15, 7
16, 10
17, 12
18, 5
19, 5
20, 8
21, 14
22, 11
23, 9
24, 13
25, 7
26, 28
27, 7
28, 9
29, 10
30, 4
31, 10
32, 9
33, 8
34, 2
35, 8
36, 7
37, 13
38, 13
39, 6
40, 12
41, 9
42, 10
43, 9
44, 9
45, 12
46, 8
47, 4
48, 11
49, 8
50, 26
51, 6
52, 12
53, 11
54, 15
55, 16
56, 7
57, 19
58, 7
59, 10
60, 9
61, 13
62, 4
63, 11
64, 21
65, 10
66, 7
67, 10
68, 19
69, 8
70, 8
71, 13
72, 10
73, 4
74, 9
75, 10
76, 9
77, 14
78, 6
79, 6
80, 12
81, 12
82, 12
83, 13
84, 10
85, 25
86, 4
87, 11
88, 5
89, 7
90, 12
91, 12
92, 9
93, 8
94, 7
95, 8
96, 25
97, 8
98, 9
99, 8
100, 19
101, 5
102, 10
103, 10
104, 10
105, 11
106, 10
107, 9
108, 7
109, 9
110, 6
111, 7
112, 8
113, 8
114, 7
115, 10
116, 13
117, 9
118, 9
119, 5
120, 15
121, 12
122, 11
123, 7
124, 10
125, 13
126, 11
127, 3
128, 14
129, 8
130, 6
131, 4
132, 6
133, 6
134, 14
135, 8
136, 12
137, 7
138, 13
139, 9
140, 7
141, 6
142, 9
143, 9
144, 3
145, 5
146, 13
147, 6
148, 8
149, 10
150, 16
151, 9
152, 9
153, 7
154, 7
155, 6
156, 5
157, 5
158, 15
159, 19
160, 8
161, 10
162, 10
163, 9
164, 18
165, 10
166, 3
167, 9
168, 5
169, 3
170, 11
171, 13
172, 6
173, 7
174, 35
175, 6
176, 10
177, 3
178, 20
179, 7
180, 5
181, 28
182, 12
183, 7
184, 5
185, 7
186, 8
187, 11
188, 4
189, 9
190, 7
191, 25
192, 21
193, 5
194, 9
195, 10
196, 11
197, 10
198, 11
199, 14
200, 9
201, 12
202, 6
203, 5
204, 5
205, 20
206, 13
207, 14
208, 6
209, 16
210, 9
211, 7
212, 7
213, 13
214, 20
215, 8
216, 6
217, 11
218, 8
219, 7
220, 4
221, 7
222, 3
223, 10
224, 21
225, 11
226, 10
227, 10
228, 4
229, 7
230, 11
231, 12
232, 8
233, 3
234, 9
235, 7
236, 6
237, 27
238, 11
239, 7
240, 8
241, 6
242, 15
243, 6
244, 10
245, 10
246, 11
247, 14
248, 10
249, 10
250, 13
251, 4
252, 28
253, 12
254, 1
255, 12
256, 4
257, 7
258, 6
259, 10
260, 14
261, 7
262, 8
263, 12
264, 14
265, 3
266, 10
267, 25
268, 14
269, 14
270, 10
271, 4
272, 15
273, 9
274, 17
275, 10
276, 8
277, 22
278, 7
279, 9
280, 6
281, 12
282, 12
283, 20
284, 29
285, 17
286, 10
287, 22
288, 25
289, 8
290, 9
291, 19
292, 7
293, 20
294, 3
295, 7
296, 9
297, 7
298, 23
299, 6
300, 3
301, 13
302, 27
303, 7
304, 17
305, 21
306, 9
307, 11
308, 9
309, 12
310, 8
311, 11
312, 5
313, 6
314, 7
315, 13
316, 11
317, 11
318, 12
319, 8
320, 4
321, 2
322, 4
323, 13
324, 8
325, 8
326, 7
327, 5
328, 14
329, 14
330, 18
331, 9
332, 11
333, 31
334, 9
335, 11
336, 9
337, 15
338, 9
339, 14
340, 9
341, 6
342, 12
343, 6
344, 6
345, 4
346, 8
347, 11
348, 11
349, 11
350, 7
351, 13
352, 13
353, 4
354, 9
355, 10
356, 5
357, 7
358, 12
359, 6
360, 11
361, 21
362, 8
363, 10
364, 17
365, 11
366, 15
367, 4
368, 11
369, 8
370, 12
371, 8
372, 6
373, 9
374, 11
375, 7
376, 29
377, 1
378, 8
379, 17
380, 20
381, 7
382, 5
383, 16
384, 15
385, 9
386, 8
387, 8
388, 6
389, 7
390, 13
391, 6
392, 8
393, 13
394, 22
395, 6
396, 15
397, 9
398, 8
399, 14
400, 9
401, 13
402, 15
403, 3
404, 4
405, 9
406, 13
407, 24
408, 17
409, 18
410, 12
411, 18
412, 8
413, 9
414, 9
415, 8
416, 10
417, 12
418, 5
419, 18
420, 9
421, 7
422, 28
423, 21
424, 4
425, 7
426, 27
427, 7
428, 11
429, 21
430, 8
431, 8
432, 10
433, 12
434, 4
435, 14
436, 8
437, 7
438, 9
439, 18
440, 10
441, 16
442, 11
443, 9
444, 11
445, 10
446, 6
447, 20
448, 6
449, 11
450, 10
451, 7
452, 7
453, 20
454, 10
455, 11
456, 13
457, 14
458, 10
459, 11
460, 15
461, 12
462, 15
463, 9
464, 15
465, 11
466, 9
467, 8
468, 8
469, 8
470, 5
471, 9
472, 10
473, 16
474, 7
475, 15
476, 29
477, 13
478, 12
479, 15
480, 4
481, 6
482, 6
483, 5
484, 9
485, 22
486, 12
487, 10
488, 6
489, 12
490, 16
491, 16
492, 11
493, 13
494, 11
495, 9
496, 8
497, 12
498, 12
499, 7
500, 25
501, 5
502, 6
503, 12
504, 24
505, 10
506, 10
507, 12
508, 20
509, 8
510, 9
511, 5
512, 14
513, 7
514, 24
515, 9
516, 11
517, 12
518, 21
519, 12
520, 10
521, 12
522, 12
523, 11
524, 6
525, 15
526, 6
527, 11
528, 13
529, 7
530, 18
531, 22
532, 23
533, 9
534, 11
535, 20
536, 8
537, 10
538, 8
539, 20
540, 12
541, 13
542, 6
543, 4
544, 9
545, 1
546, 25
547, 6
548, 6
549, 8
550, 12
551, 16
552, 17
553, 19
554, 10
555, 12
556, 12
557, 4
558, 6
559, 9
560, 7
561, 8
562, 6
563, 22
564, 11
565, 10
566, 7
567, 11
568, 11
569, 7
570, 9
571, 12
572, 5
573, 11
574, 12
575, 9
576, 8
